seq,level_1_category,level_2_category,upc,price
2289,00000002,00000107,1114217396722,1201.23
2290,00000002,00000107,0834056496568,461.26
2291,00000002,00000107,1043651740733,1259.29
2292,00000002,00000107,1229612598005,1387.56
2293,00000002,00000107,1070860037989,848.66
2294,00000002,00000107,0044537145865,1208.15
2295,00000002,00000107,0672543345728,432.82
2296,00000002,00000107,0514492570335,1176.19
2297,00000002,00000107,0029280844074,1185.73
2298,00000002,00000107,0170436143845,506.76
2299,00000002,00000107,0248509282606,20.42
2300,00000002,00000107,0301652773046,277.28
2301,00000002,00000107,0868149979157,1347.62
2302,00000002,00000107,0504907080078,1143.64
2303,00000002,00000107,1321077984932,1376.26
2304,00000002,00000107,0030280265110,1194.97
2305,00000002,00000107,0162838954129,577.72
2306,00000002,00000107,0920888567245,577.33
2307,00000002,00000107,0114343636014,1427.90
2308,00000002,00000107,0691090682773,523.82
2309,00000002,00000107,0803564705417,656.90
2310,00000002,00000107,0302105057058,493.62
2311,00000002,00000107,1110552685545,920.77
2312,00000002,00000107,1379720900013,519.63
2313,00000002,00000107,0460404341114,1110.83
2314,00000002,00000107,1206250302218,1280.55
2315,00000002,00000107,0806781289715,1436.48
2316,00000002,00000107,0632285485380,1272.27
2317,00000002,00000107,0979818187657,284.47
2318,00000002,00000107,0684464020417,1099.76
2319,00000002,00000107,0173242094578,527.55
2320,00000002,00000107,0481932225271,1464.91
2321,00000002,00000107,0035411932398,266.55
2322,00000002,00000107,1302925770334,909.78
2323,00000002,00000107,0371832283474,69.65
2324,00000002,00000107,1082418994309,1136.48
2325,00000002,00000107,1023325949051,866.72
2326,00000002,00000107,0827546436373,860.68
2327,00000002,00000107,0869888741708,1442.83
2328,00000002,00000107,0249507476844,218.20
2329,00000002,00000107,0366865095750,670.45
2330,00000002,00000107,0548488742697,1026.26
2331,00000002,00000108,1307793934048,1368.75
2332,00000002,00000108,0442371509292,740.36
2333,00000002,00000108,0947146749496,802.30
2334,00000002,00000108,0819896261354,1039.89
2335,00000002,00000108,0112863264007,491.83
2336,00000002,00000108,0451097395249,298.95
2337,00000002,00000108,0109413161787,1214.70
2338,00000002,00000108,1356029989819,155.33
2339,00000002,00000108,0909903780685,641.37
2340,00000002,00000108,0758451846141,1389.80
2341,00000002,00000108,1125718375659,393.10
2342,00000002,00000108,1187468202777,7.94
2343,00000002,00000108,1200889705334,126.82
2344,00000002,00000108,0090910974492,18.30
2345,00000002,00000108,1044291188589,471.24
2346,00000002,00000108,0426428169905,1044.93
2347,00000002,00000108,0674601989806,870.60
2348,00000002,00000108,0954669034404,1388.25
2349,00000002,00000108,0626583677837,942.72
2350,00000002,00000108,0854648860287,1379.62
2351,00000002,00000108,0369734843216,129.29
2352,00000002,00000108,0883921863073,1306.42
2353,00000002,00000108,0646689965034,1185.10
2354,00000002,00000108,1333796840338,462.27
2355,00000002,00000108,0012240788846,1214.25
2356,00000002,00000108,1157304088322,333.39
2357,00000002,00000108,0634421496632,28.32
2358,00000002,00000108,1059858732693,1336.31
2359,00000002,00000108,1233152540004,198.77
2360,00000002,00000108,0468429553222,206.40
2361,00000002,00000108,1011622251922,1341.97
2362,00000002,00000108,0235173413368,26.80
2363,00000002,00000108,0527214470349,1281.10
2364,00000002,00000108,0826164543302,358.25
2365,00000002,00000108,0958542933600,717.72
2366,00000002,00000108,0731111525655,1076.57
2367,00000002,00000108,0994263044577,1284.67
2368,00000002,00000108,0940962795166,60.99
2369,00000002,00000108,0638974566866,1254.38
2370,00000002,00000108,0221174419430,1222.85
2371,00000002,00000108,0399821195706,14.17
2372,00000002,00000108,0978649452620,505.96
2373,00000002,00000108,1267604802952,673.46
2374,00000002,00000108,0762334170278,319.18
2375,00000002,00000108,0392496025330,376.90
2376,00000002,00000108,0551373467575,1255.59
2377,00000002,00000108,0065527744387,1378.92
2378,00000002,00000108,0546015773732,1339.31
2379,00000002,00000108,0877465317314,765.10
2380,00000002,00000108,0213375872329,942.38
2381,00000002,00000108,1099714100860,219.19
2382,00000002,00000108,0115573881083,868.53
2383,00000002,00000108,1207988899254,774.88
2384,00000002,00000108,0671248867757,42.73
2385,00000002,00000108,1249637428736,1453.64
2386,00000002,00000108,1105905990834,161.26
2387,00000002,00000108,0892405498458,835.11
2388,00000002,00000108,1115887679863,250.13
2389,00000002,00000108,0598872677760,362.78
2390,00000002,00000108,0305633739250,1250.91
2391,00000002,00000108,0117321472352,477.53
2392,00000002,00000108,1178429575030,521.52
2393,00000002,00000108,0937850152378,486.81
2394,00000002,00000108,0999270389017,879.62
2395,00000002,00000108,0084739939923,690.29
2396,00000002,00000108,1054101535342,861.66
2397,00000002,00000108,1297774249370,1230.74
2398,00000002,00000108,0462739741942,859.94
2399,00000002,00000108,0317386062493,1061.00
2400,00000002,00000108,0897738625960,565.53
2401,00000002,00000108,0035891763383,401.62
2402,00000002,00000108,0555763121887,946.80
2403,00000002,00000108,1154235577086,1239.77
2404,00000002,00000108,1211325279593,371.71
2405,00000002,00000109,0955124400789,279.67
2406,00000002,00000109,0236552533097,739.69
2407,00000002,00000109,0340079702123,383.13
2408,00000002,00000109,0575383843303,681.85
2409,00000002,00000109,0563320175389,1428.54
2410,00000002,00000109,1397804104898,629.60
2411,00000002,00000109,0856976282069,964.42
2412,00000002,00000109,0277765450252,978.10
2413,00000002,00000109,0959518633791,843.97
2414,00000002,00000109,1296074155831,485.16
2415,00000002,00000109,0137165503364,906.82
2416,00000002,00000109,0004969390448,1003.90
2417,00000002,00000109,1359068994370,1419.80
2418,00000002,00000109,0529573329108,823.31
2419,00000002,00000109,0173896953528,55.80
2420,00000002,00000109,0460161096227,1220.80
2421,00000002,00000109,0798044803267,124.80
2422,00000002,00000109,0587405959985,270.45
2423,00000002,00000109,1162017122591,1432.76
2424,00000002,00000109,1256599953244,1472.64
2425,00000002,00000109,0758589012265,1130.85
2426,00000002,00000109,1152756363287,924.80
2427,00000002,00000109,0868526510751,989.44
2428,00000002,00000109,0507460463586,150.70
2429,00000002,00000109,1091338036655,1390.60
2430,00000002,00000109,0925038024432,316.40
2431,00000002,00000109,1153107065881,783.21
2432,00000002,00000109,1025015377762,809.59
2433,00000002,00000109,0946076760328,1360.87
2434,00000002,00000109,0265292537867,1045.22
2435,00000002,00000109,0679570362896,1180.72
2436,00000002,00000109,0678252881236,127.66
2437,00000002,00000109,0027729639809,763.16
2438,00000002,00000109,0890710686706,1028.77
2439,00000002,00000109,0215883443572,1424.90
2440,00000002,00000109,0598380297986,841.18
2441,00000002,00000109,1168120739305,900.67
2442,00000002,00000109,0623929447918,713.27
2443,00000002,00000109,0447222871900,140.80
2444,00000002,00000109,0335003076784,1320.34
2445,00000002,00000109,1368881974995,1410.95
2446,00000002,00000109,1177083212107,707.39
2447,00000002,00000109,0389538199876,620.21
2448,00000002,00000109,0074447660486,1340.49
2449,00000002,00000109,0467722048800,48.96
2450,00000002,00000109,0390600552260,831.52
2451,00000002,00000109,1042143918896,213.70
2452,00000002,00000109,1191167985930,839.95
2453,00000002,00000109,1209253362135,628.88
2454,00000002,00000109,1374295425121,92.92
2455,00000002,00000109,0975466782848,1392.64
2456,00000002,00000109,0335421387196,596.61
2457,00000002,00000109,1164624810663,154.68
2458,00000002,00000109,1110500081993,1023.18
2459,00000002,00000109,0698843678618,745.23
2460,00000002,00000109,0891196923019,66.44
2461,00000002,00000109,0972072692646,1125.30
2462,00000002,00000109,1141884185830,579.97
2463,00000002,00000109,0887637938698,396.99
2464,00000002,00000109,0634549524842,11.16
2465,00000002,00000109,1281859025010,906.25
2466,00000002,00000109,0112368946545,489.70
2467,00000002,00000109,1075123454879,144.99
2468,00000002,00000109,0103389275455,538.57
2469,00000002,00000109,0106971323503,242.38
2470,00000002,00000109,0419977663215,1051.34
2471,00000002,00000109,0249904587648,1135.86
2472,00000002,00000109,1024361407482,805.37
2473,00000002,00000109,1340677963550,910.39
2474,00000002,00000109,0309432961379,1237.43
2475,00000002,00000109,1167624206832,1132.89
2476,00000002,00000109,0124006622650,1446.61
2477,00000002,00000109,0285203795599,511.11
2478,00000002,00000109,1173858345131,79.19
2479,00000002,00000109,0597861642147,82.97
2480,00000002,00000109,1005672653867,937.60
2481,00000002,00000109,1399733673391,823.90
2482,00000002,00000109,1113260790273,884.29
2483,00000002,00000109,1090925344388,1153.30
2484,00000002,00000109,0860124455762,1160.91
2485,00000002,00000109,0114877080789,947.72
2486,00000002,00000109,1179266636816,407.96
2487,00000002,00000109,0611822463418,437.50
2488,00000002,00000109,1262030048455,1407.27
2489,00000002,00000110,0033029430442,1445.16
2490,00000002,00000110,0488394390493,534.40
2491,00000002,00000110,1129586722522,725.71
2492,00000002,00000110,1396714864045,799.73
2493,00000002,00000110,0490204052675,1057.74
2494,00000002,00000110,0891720537644,494.60
2495,00000002,00000110,0215324554089,144.50
2496,00000002,00000110,0348613165564,204.33
2497,00000002,00000110,0848127798734,1160.14
2498,00000002,00000110,1113113762631,325.21
2499,00000002,00000110,0859507941664,622.26
2500,00000002,00000110,1204438721752,428.69
2501,00000002,00000110,0727984548860,124.89
2502,00000002,00000110,1299245003269,768.52
2503,00000002,00000110,0883913006273,852.94
2504,00000002,00000110,1131091304414,1180.75
2505,00000002,00000110,0846160399796,578.51
2506,00000002,00000110,1003796317153,811.38
2507,00000002,00000110,0181560113574,786.80
2508,00000002,00000110,0324036796417,632.98
2509,00000002,00000110,0307254059465,179.79
2510,00000002,00000110,0786711871381,1444.39
2511,00000002,00000110,0108390946264,502.62
2512,00000002,00000110,0031203824209,140.86
2513,00000002,00000110,0075106851108,915.53
2514,00000002,00000110,0827366624721,369.15
2515,00000002,00000110,0015345481902,1304.77
2516,00000002,00000110,0861956934326,565.89
2517,00000002,00000110,0876338593916,108.98
2518,00000002,00000110,0200706185753,1193.41
2519,00000002,00000110,0452420296189,182.65
2520,00000002,00000110,1040784947633,837.21
2521,00000002,00000110,0198839346632,130.70
2522,00000002,00000110,0664525345239,68.48
2523,00000002,00000110,0434363832648,1130.12
2524,00000002,00000110,0148575158754,832.21
2525,00000002,00000110,0127172495974,438.39
2526,00000002,00000110,1388066317065,883.63
2527,00000002,00000110,1213281666004,624.95
2528,00000002,00000110,1294310988090,902.15
2529,00000002,00000110,0204488129752,627.93
2530,00000002,00000110,0499186453869,276.70
2531,00000002,00000110,0449792585881,607.88
2532,00000002,00000110,0448397894855,1460.45
2533,00000002,00000110,0031586923902,1181.10
2534,00000002,00000110,0815562102716,432.30
2535,00000002,00000110,1194166645522,42.91
2536,00000002,00000110,0497070543382,1154.16
2537,00000002,00000110,0989716709783,878.21
2538,00000002,00000110,1243577046180,106.20
2539,00000002,00000110,0600935258530,890.48
2540,00000002,00000110,0274506554187,1283.34
2541,00000002,00000110,0343966370610,647.84
2542,00000002,00000110,1182415047692,508.30
2543,00000002,00000110,0657511637470,47.73
2544,00000002,00000110,0903144464540,645.37
2545,00000002,00000110,0148649070005,609.34
2546,00000002,00000110,0554021552968,764.14
2547,00000002,00000110,0797298110053,1496.55
2548,00000002,00000110,0743429113127,959.46
2549,00000002,00000110,0965195225167,812.77
2550,00000002,00000110,0361232319866,687.76
2551,00000002,00000110,0075254348000,632.75
2552,00000002,00000110,0250749301429,1150.50
2553,00000002,00000110,1326383218658,694.55
2554,00000002,00000110,0372170511809,658.94
2555,00000002,00000110,0251955587706,1360.38
2556,00000002,00000110,0969224497044,137.00
2557,00000002,00000110,0394821494491,1245.37
2558,00000002,00000110,0158991524910,1130.41
2559,00000002,00000110,0973449800602,921.67
2560,00000002,00000110,0107566212349,655.13
2561,00000002,00000110,1241584257469,1158.96
2562,00000002,00000110,1107316961335,1450.18
2563,00000002,00000110,0647565069303,491.49
2564,00000002,00000110,0080212621156,121.64
2565,00000002,00000110,0880093109718,564.71
2566,00000002,00000110,1051810252126,1266.39
2567,00000002,00000110,1386159378580,516.19
2568,00000002,00000110,0666050329395,903.59
2569,00000002,00000110,1108058250787,1428.80
2570,00000002,00000110,0916189322188,1296.49
2571,00000002,00000110,1104780745003,1344.69
2572,00000002,00000110,0007062179408,1315.85
2573,00000002,00000110,0809844629244,1223.77
2574,00000002,00000110,0839139975800,995.83
2575,00000002,00000110,1386336829836,1292.32
2576,00000002,00000110,0419609280926,992.47
2577,00000002,00000110,1030938985475,1032.93
2578,00000002,00000110,0669080321858,75.97
2579,00000002,00000110,0204438025523,225.49
2580,00000002,00000110,0327377961537,504.79
2581,00000002,00000110,0110537788064,152.55
2582,00000002,00000110,0501832887406,377.58
2583,00000002,00000110,0577356519529,1240.71
2584,00000002,00000110,0444312914127,738.90
2585,00000002,00000110,0292556765445,1349.14
2586,00000002,00000110,0694833248885,63.15
2587,00000002,00000110,1306175661435,1168.30
2588,00000002,00000110,0100758773765,411.94
2589,00000002,00000110,0172269479955,13.47
2590,00000002,00000110,0323072493939,200.10
2591,00000002,00000110,0487437555608,1123.27
2592,00000002,00000110,0688507937465,964.43
2593,00000002,00000110,1122654837630,1232.43
2594,00000002,00000110,0824159712221,187.93
2595,00000002,00000110,0522226280924,1062.36
2596,00000002,00000110,0262872196384,160.23
2597,00000002,00000110,0232982494304,339.21
2598,00000002,00000110,0768974151899,950.65
2599,00000002,00000110,0457436558627,68.96
2600,00000002,00000110,1350413355464,405.53
2601,00000002,00000111,0631157256257,1384.12
2602,00000002,00000111,0846079324537,590.21
2603,00000002,00000111,1171362047251,1186.25
2604,00000002,00000111,1252138705428,1300.87
2605,00000002,00000111,0568503631737,833.72
2606,00000002,00000111,0036071899113,94.21
2607,00000002,00000111,0946833846432,1200.30
2608,00000002,00000111,0544816059239,544.35
2609,00000002,00000111,0368690637846,1459.71
2610,00000002,00000111,0574240603463,184.86
2611,00000002,00000111,0157745657164,1321.78
2612,00000002,00000111,0689980345976,950.64
2613,00000002,00000111,1066244737538,978.50
2614,00000002,00000111,0091651662570,163.69
2615,00000002,00000111,1217184243843,748.39
2616,00000002,00000111,1363050775052,23.71
2617,00000002,00000111,0347487598522,742.31
2618,00000002,00000111,0125623930265,1276.60
2619,00000002,00000111,0062405528497,111.42
2620,00000002,00000111,0640879888325,135.59
2621,00000002,00000111,1305066325029,540.70
2622,00000002,00000111,0557755953957,594.43
2623,00000002,00000111,1233847175955,174.29
2624,00000002,00000111,0972415327860,71.11
2625,00000002,00000111,0437871748241,809.68
2626,00000002,00000111,1299601614658,589.90
2627,00000002,00000111,0072993367736,1070.25
2628,00000002,00000111,1256115874848,1498.15
2629,00000002,00000111,1356618952866,862.68
2630,00000002,00000111,1093715250517,1413.40
2631,00000002,00000111,0505096517826,865.40
2632,00000002,00000111,0710430719723,1166.82
2633,00000002,00000111,0244519552432,936.71
2634,00000002,00000111,0733231586516,919.69
2635,00000002,00000111,0516401036536,467.93
2636,00000002,00000111,0337220057720,1115.91
2637,00000002,00000111,0754748057047,467.56
2638,00000002,00000111,0064600017752,1207.58
2639,00000002,00000111,1329426280186,1121.58
2640,00000002,00000111,1108571855841,461.69
2641,00000002,00000111,1315838501193,236.95
2642,00000002,00000111,0324023375274,675.56
2643,00000002,00000111,0301655186928,815.39
2644,00000002,00000111,0216530284197,908.92
2645,00000002,00000111,1356076231398,84.42
2646,00000002,00000111,1057892866824,1492.66
2647,00000002,00000111,0117580022978,428.49
2648,00000002,00000111,0482392695154,944.44
2649,00000002,00000111,1275648427048,1488.58
2650,00000002,00000111,1071850896296,785.63
2651,00000002,00000111,1286886817737,107.53
2652,00000002,00000111,0490132320600,1222.69
2653,00000002,00000111,0898140672900,978.17
2654,00000002,00000111,0522091764765,661.89
2655,00000002,00000111,0256844938744,1144.91
2656,00000002,00000111,0964143289190,856.67
2657,00000002,00000111,1282622306961,766.55
2658,00000002,00000111,0519608847462,51.62
2659,00000002,00000111,0143612950469,329.70
2660,00000002,00000111,0417530950130,323.35
2661,00000002,00000111,1307118676523,305.89
2662,00000002,00000111,0003984484132,445.47
2663,00000002,00000111,1172586945033,1352.51
2664,00000002,00000111,0443245155799,192.76
2665,00000002,00000111,0095563920759,1350.13
2666,00000002,00000111,1214324184608,901.74
2667,00000002,00000111,0086511053940,870.12
2668,00000002,00000111,0944451717813,1053.83
2669,00000002,00000111,1019691816226,158.76
2670,00000002,00000111,1376524737128,370.42
2671,00000002,00000111,0594603829545,17.30
2672,00000002,00000112,0163232486940,1063.63
2673,00000002,00000112,0543249853391,1341.75
2674,00000002,00000112,1220728935814,1389.26
2675,00000002,00000112,0082682381097,1244.90
2676,00000002,00000112,0507661947953,694.91
2677,00000002,00000112,0929644814432,944.47
2678,00000002,00000112,1214018672251,1032.16
2679,00000002,00000112,0980980669148,1171.66
2680,00000002,00000112,0990913076165,511.54
2681,00000002,00000112,1290657093503,529.98
2682,00000002,00000112,0393272159416,188.88
2683,00000002,00000112,1303973363431,401.70
2684,00000002,00000112,1295150507175,183.51
2685,00000002,00000112,0367858502316,824.32
2686,00000002,00000112,0379097457654,519.50
2687,00000002,00000112,1100777725713,354.35
2688,00000002,00000112,1308520741786,1131.87
2689,00000002,00000112,0015929682848,832.94
2690,00000002,00000112,0126654161147,559.84
2691,00000002,00000112,0432636549200,1140.28
2692,00000002,00000112,1185641016210,349.48
2693,00000002,00000112,0434190806683,689.64
2694,00000002,00000112,0504292440426,433.94
2695,00000002,00000112,0124871788529,276.65
2696,00000002,00000112,1214716330927,361.00
2697,00000002,00000112,0301331820726,1176.39
2698,00000002,00000112,1368717132605,491.10
2699,00000002,00000112,1136188924773,10.14
2700,00000002,00000112,0068235715632,1083.81
2701,00000002,00000112,0599144567727,1187.00
2702,00000002,00000112,1170239782882,355.59
2703,00000002,00000112,1191681199851,1155.64
2704,00000002,00000112,0411735326592,1028.93
2705,00000002,00000112,1340849551813,192.22
2706,00000002,00000112,1310199745057,92.85
2707,00000002,00000112,0971313418298,516.64
2708,00000002,00000112,0099648876672,1048.76
2709,00000002,00000112,1053298073293,323.68
2710,00000002,00000112,0702990353578,559.84
2711,00000002,00000112,1175056585609,1229.39
2712,00000002,00000112,0728554308853,573.60
2713,00000002,00000112,0707478982455,70.60
2714,00000002,00000112,0916600579894,306.96
2715,00000002,00000112,0091271384852,841.60
2716,00000002,00000112,0555252107378,101.36
2717,00000002,00000112,0998932039925,1057.82
2718,00000002,00000112,0172312214250,651.77
2719,00000002,00000112,0328284816781,1403.83
2720,00000002,00000112,0372168280083,1280.49
2721,00000002,00000112,0513703331536,1013.26
2722,00000002,00000112,0599000069624,1386.36
2723,00000002,00000112,1120499718602,449.43
2724,00000002,00000112,1398734199275,337.22
2725,00000002,00000112,0368697549647,420.52
2726,00000002,00000112,0056600024731,1279.40
2727,00000002,00000112,0954846875868,506.70
2728,00000002,00000112,0250098426279,626.16
2729,00000002,00000112,0553064221947,682.77
2730,00000002,00000112,0870786715128,431.50
2731,00000002,00000112,0891858833991,396.85
2732,00000002,00000112,0702196720839,1066.15
2733,00000002,00000112,0617940136883,1053.11
2734,00000002,00000112,1189979703842,1343.36
2735,00000002,00000112,0377685657714,262.56
2736,00000002,00000112,0716294193990,1311.46
2737,00000002,00000112,0246033208574,274.46
2738,00000002,00000112,1197482610908,1252.85
2739,00000002,00000112,1268291764332,1255.28
2740,00000002,00000112,0037318642035,316.61
2741,00000002,00000112,0995594939839,1443.14
2742,00000002,00000112,1214042375258,359.85
2743,00000002,00000112,0580461145255,1143.62
2744,00000002,00000112,0630650734880,1339.69
2745,00000002,00000112,0587616862265,960.19
2746,00000002,00000112,1357327515212,765.73
2747,00000002,00000112,0266163301464,77.60
2748,00000002,00000112,0076732017173,922.72
2749,00000002,00000112,0341671690306,610.26
2750,00000002,00000112,1381834871813,4.10
2751,00000002,00000112,0850184352354,667.35
2752,00000002,00000112,0734915266533,634.39
2753,00000002,00000112,1345800132339,631.41
2754,00000002,00000112,0623880666700,272.10
2755,00000002,00000112,0117893274101,762.39
2756,00000002,00000112,0842672889091,1266.56
2757,00000002,00000112,0119173056155,294.83
2758,00000002,00000112,1032423178089,619.15
2759,00000002,00000112,0337923500806,898.81
2760,00000002,00000112,1339112888992,1351.90
2761,00000002,00000112,1365891621468,434.84
2762,00000002,00000113,1238932931591,787.99
2763,00000002,00000113,0203351855347,531.95
2764,00000002,00000113,1072542844403,791.96
2765,00000002,00000113,1059588956567,357.98
2766,00000002,00000113,0650313272122,115.35
2767,00000002,00000113,1025892385409,609.38
2768,00000002,00000113,0412762992217,62.23
2769,00000002,00000113,1213003703857,965.77
2770,00000002,00000113,0354851572095,1302.53
2771,00000002,00000113,0684781933834,1024.37
2772,00000002,00000113,0756669688195,219.50
2773,00000002,00000113,0544934194560,488.98
2774,00000002,00000113,0761251601995,284.81
2775,00000002,00000113,1222365489354,725.87
2776,00000002,00000113,0146835974380,1252.74
2777,00000002,00000113,0308009850061,1313.68
2778,00000002,00000113,1119476319055,690.16
2779,00000002,00000113,0312968509595,479.10
2780,00000002,00000113,0773321621949,382.19
2781,00000002,00000113,1015597614997,337.83
2782,00000002,00000113,1331472313961,1263.23
2783,00000002,00000113,0213023737864,1276.36
2784,00000002,00000113,1106613717164,1060.97
2785,00000002,00000113,0432907354052,409.80
2786,00000002,00000113,0982211610349,352.67
2787,00000002,00000113,0200033117199,1283.97
2788,00000002,00000113,0268064910691,1360.38
2789,00000002,00000113,0320129901003,1420.97
2790,00000002,00000113,0279585701521,151.95
2791,00000002,00000113,0821071598582,1452.77
2792,00000002,00000113,1026095830376,876.46
2793,00000002,00000113,0622634442010,857.64
2794,00000002,00000113,0624089772698,555.13
2795,00000002,00000113,1372654886569,739.47
2796,00000002,00000113,1033524709998,629.50
2797,00000002,00000113,0432450928557,613.72
2798,00000002,00000113,0915371451941,127.58
2799,00000002,00000113,0238360025276,999.92
2800,00000002,00000113,0195817781324,1011.92
2801,00000002,00000113,1017818556796,271.74
2802,00000002,00000113,0615198473729,1141.46
2803,00000002,00000113,0681241752875,1364.55
2804,00000002,00000113,0685069659156,60.10
2805,00000002,00000113,0785226300010,1211.24
2806,00000002,00000113,0058210797821,885.26
2807,00000002,00000113,0539509597402,882.22
2808,00000002,00000113,0835357870897,959.82
2809,00000002,00000113,0003991016692,17.70
2810,00000002,00000113,0278140489218,269.34
2811,00000002,00000113,0145500920943,1279.45
2812,00000002,00000113,1330559773070,1478.42
2813,00000002,00000113,1364023689000,225.78
2814,00000002,00000113,0904067433002,30.94
2815,00000002,00000113,0437880867025,552.10
2816,00000002,00000113,1297842424166,549.21
2817,00000002,00000113,1178917790112,1386.60
2818,00000002,00000113,0123643537037,732.94
2819,00000002,00000113,0540448036129,581.60
2820,00000002,00000113,0169421057472,1083.59
2821,00000002,00000113,0823589017814,1159.97
2822,00000002,00000113,1156401195001,1405.22
2823,00000002,00000113,0047421176778,55.20
2824,00000002,00000113,0907593965870,753.10
2825,00000002,00000113,0515997916536,1248.74
2826,00000002,00000113,0915265065711,1331.29
2827,00000002,00000113,0292511556873,1338.29
2828,00000002,00000113,1020774572328,1166.27
2829,00000002,00000113,0251322623884,1350.88
2830,00000002,00000113,0117483115265,535.54
2831,00000002,00000113,0072775990404,352.36
2832,00000002,00000113,0049340096106,1169.57
2833,00000002,00000113,0347901904687,1057.79
2834,00000002,00000114,0239244993742,1261.18
2835,00000002,00000114,0156453898050,1213.79
2836,00000002,00000114,0688028777540,671.75
2837,00000002,00000114,1262651812589,789.56
2838,00000002,00000114,1058913235742,1152.76
2839,00000002,00000114,1020402697539,269.63
2840,00000002,00000114,1229099361604,1086.98
2841,00000002,00000114,0925631810906,1019.40
2842,00000002,00000114,0580922109697,1209.59
2843,00000002,00000114,0759645780920,262.59
2844,00000002,00000114,0182761351154,689.22
2845,00000002,00000114,0085618751148,738.11
2846,00000002,00000114,0564469891369,213.88
2847,00000002,00000114,0883961404335,564.86
2848,00000002,00000114,1268615557176,614.40
2849,00000002,00000114,0731912023732,1066.00
2850,00000002,00000114,0342961671678,880.33
2851,00000002,00000114,0355459507328,1427.56
2852,00000002,00000114,0423114705836,849.57
2853,00000002,00000114,0468661372865,325.74
2854,00000002,00000114,0275215300188,1299.60
2855,00000002,00000114,1016334305581,155.63
2856,00000002,00000114,0043985242201,648.40
2857,00000002,00000114,0374839558194,1493.11
2858,00000002,00000114,0857476418965,611.40
2859,00000002,00000114,1188219400121,1174.18
2860,00000002,00000114,0167362321072,1113.80
2861,00000002,00000114,0034340756341,620.94
2862,00000002,00000114,1390238171399,1245.72
2863,00000002,00000114,0360639728684,848.96
2864,00000002,00000114,1220694790486,608.62
2865,00000002,00000114,0655331065213,1389.79
2866,00000002,00000114,0426216717219,959.60
2867,00000002,00000114,0802476666052,891.46
2868,00000002,00000114,0502010149217,136.50
2869,00000002,00000114,0896240299751,247.51
2870,00000002,00000114,0436456456571,755.19
2871,00000002,00000114,0344059493919,1313.25
2872,00000002,00000114,1397085983670,1224.34
2873,00000002,00000114,1109925914597,350.47
2874,00000002,00000114,0960640258585,1468.63
2875,00000002,00000114,1114441682295,1164.35
2876,00000002,00000114,0294896470171,706.74
2877,00000002,00000114,0959198549887,1363.49
2878,00000002,00000114,0204586111826,694.13
2879,00000002,00000114,1378138146938,414.88
2880,00000002,00000114,0168283974347,1447.10
2881,00000002,00000114,0580913700278,201.56
2882,00000002,00000114,1315021878347,494.65
2883,00000002,00000114,0015365182131,796.12
2884,00000002,00000114,0286865255353,813.10
2885,00000002,00000114,0500634165897,982.94
2886,00000002,00000114,0529379558825,848.40
2887,00000002,00000114,0711893967867,764.10
2888,00000002,00000114,0512389839091,235.31
2889,00000002,00000114,0238186898825,678.38
2890,00000002,00000114,1126594524599,1007.87
2891,00000002,00000114,0824317379525,173.72
2892,00000002,00000114,0324676242497,460.22
2893,00000002,00000114,0876285342346,1369.54
2894,00000002,00000114,0831035480433,452.79
2895,00000002,00000114,0844648052997,205.77
2896,00000002,00000114,0071139568938,549.50
2897,00000002,00000114,0372269520453,685.88
2898,00000002,00000114,0212197714145,1176.62
2899,00000002,00000114,0392649295795,57.84
2900,00000002,00000114,0649776148440,573.20
2901,00000002,00000114,0616430766647,85.91
2902,00000002,00000114,0868508765223,1322.60
2903,00000002,00000114,0092375858218,1107.80
2904,00000002,00000114,1038523844374,1487.98
2905,00000002,00000114,0960955094175,958.73
2906,00000002,00000114,0535657546958,147.62
2907,00000002,00000114,0654343390283,1479.12
2908,00000002,00000114,0433302150782,1464.25
2909,00000002,00000114,0825129557293,1498.18
2910,00000002,00000114,0320803301990,49.92
2911,00000002,00000114,1103135396815,295.14
2912,00000002,00000114,0823960669465,1276.26
2913,00000002,00000114,0990607580732,222.95
2914,00000002,00000114,1208512450286,814.23
2915,00000002,00000114,0699625408188,116.63
2916,00000002,00000114,0048863238314,962.21
2917,00000002,00000114,0669356603688,229.91
2918,00000002,00000114,0987234660326,422.53
2919,00000002,00000114,0395420301210,415.31
2920,00000002,00000114,1268164238472,1362.75
2921,00000002,00000114,0680759777011,954.96
2922,00000002,00000114,0317301445592,491.82
2923,00000002,00000114,0501396799863,1053.90
2924,00000002,00000114,1207478602975,93.56
2925,00000002,00000114,1363721689732,1146.45
2926,00000002,00000114,0334969802246,1498.84
2927,00000002,00000114,0632228426920,927.61
2928,00000002,00000114,0456638702784,928.49
2929,00000002,00000114,1083569973700,945.81
2930,00000002,00000114,1342813315179,770.83
2931,00000002,00000114,0068500064489,1472.28
2932,00000002,00000114,0705094421396,68.31
2933,00000002,00000114,0107462817549,131.56
2934,00000002,00000114,0417605697045,1080.37
2935,00000002,00000114,0557467971737,265.41
2936,00000002,00000114,0562704923707,913.28
2937,00000002,00000114,0864251729468,263.32
2938,00000002,00000114,0408568110221,1406.97
2939,00000002,00000115,1020409005177,1120.60
2940,00000002,00000115,0330769026561,545.70
2941,00000002,00000115,1054102251098,745.39
2942,00000002,00000115,0920632651404,152.26
2943,00000002,00000115,0941207729069,1279.67
