customer_id,_id,pk,order_count,total_dollar_amount,total_item_count
2816,2816,2816,3,12583.369999999999,8
2818,2818,2818,1,2958.24,2
2819,2819,2819,5,22212.28,13
2820,2820,2820,3,11109.87,8
2821,2821,2821,3,16564.41,8
2822,2822,2822,1,4466.07,2
2823,2823,2823,3,11518.989999999998,7
2824,2824,2824,3,15717.34,8
2825,2825,2825,3,11707.560000000001,8
2826,2826,2826,2,7971.71,5
2827,2827,2827,1,3079.78,2
2828,2828,2828,4,16849.199999999997,11
2829,2829,2829,1,1593.29,2
2830,2830,2830,4,20137.41,10
2831,2831,2831,3,10587.99,8
2832,2832,2832,3,10814.470000000001,7
2833,2833,2833,4,17130.66,11
2834,2834,2834,6,20041.67,15
2835,2835,2835,4,11218.26,9
2836,2836,2836,2,5117.8099999999995,5
2837,2837,2837,2,4637.120000000001,4
2838,2838,2838,2,10022.61,5
2839,2839,2839,1,3624.48,2
2840,2840,2840,1,3132.86,2
2841,2841,2841,5,16550.63,13
2842,2842,2842,5,25960.230000000003,13
2843,2843,2843,3,6740.360000000001,8
2844,2844,2844,3,12709.380000000001,6
2845,2845,2845,2,2379.6400000000003,5
2846,2846,2846,4,20318.16,11
2847,2847,2847,3,7634.08,7
2848,2848,2848,2,9328.8,4
2849,2849,2849,4,22875.53,12
2850,2850,2850,4,12614.05,8
2851,2851,2851,4,15130.17,8
2852,2852,2852,6,16157.81,13
2853,2853,2853,3,7835.34,8
2854,2854,2854,1,2454.5,2
2855,2855,2855,3,7812.93,9
2856,2856,2856,2,10860.42,4
2857,2857,2857,6,18753.86,14
2858,2858,2858,3,16971.879999999997,9
2859,2859,2859,6,20952.16,15
2860,2860,2860,6,24867.280000000002,15
2861,2861,2861,4,16610.47,12
2862,2862,2862,4,16196.050000000001,10
2863,2863,2863,3,11883.69,7
2864,2864,2864,8,25346.239999999998,19
2866,2866,2866,5,14319.410000000002,10
2867,2867,2867,1,2928.21,3
2868,2868,2868,5,15073.05,12
2869,2869,2869,7,30476.589999999997,19
2870,2870,2870,4,17714.239999999998,10
2871,2871,2871,2,9642.26,5
2872,2872,2872,3,11448.580000000002,6
2873,2873,2873,2,5141.39,5
2874,2874,2874,1,4131.53,3
2875,2875,2875,2,5943.84,5
2876,2876,2876,3,11951.66,8
2877,2877,2877,2,12354.16,6
2878,2878,2878,5,17479.760000000002,12
2880,2880,2880,3,6245.67,6
2881,2881,2881,4,20059.82,11
2882,2882,2882,4,19860.33,11
2883,2883,2883,5,16013.97,14
2884,2884,2884,7,30639.33,17
2885,2885,2885,7,20439.92,16
2886,2886,2886,2,8045.83,4
2887,2887,2887,1,9627.96,3
2888,2888,2888,4,12891.33,9
2889,2889,2889,3,10715.73,7
2890,2890,2890,6,24124.829999999998,17
2891,2891,2891,6,17693.030000000002,15
2892,2892,2892,2,8575.82,6
2893,2893,2893,6,24055.46,15
2894,2894,2894,1,3392.97,3
2895,2895,2895,5,17993.16,13
2896,2896,2896,1,4102.75,3
2897,2897,2897,1,6675.29,3
2898,2898,2898,5,18893.82,11
2899,2899,2899,2,5477.360000000001,6
2900,2900,2900,2,14383.189999999999,4
2901,2901,2901,2,4318.26,5
2902,2902,2902,3,14388.42,6
2903,2903,2903,3,11945.39,7
2904,2904,2904,3,11510.75,7
2905,2905,2905,5,20162.22,13
2906,2906,2906,4,17497.32,11
2907,2907,2907,3,8963.439999999999,7
2908,2908,2908,3,8890.58,8
2909,2909,2909,2,5467.28,4
2910,2910,2910,4,20666.8,11
2911,2911,2911,2,7699.1,5
2912,2912,2912,1,6087.9,3
2913,2913,2913,4,14351.399999999998,8
2914,2914,2914,4,19514.83,11
2915,2915,2915,3,12077.55,8
2916,2916,2916,4,10531.82,11
2917,2917,2917,2,5495.04,4
2918,2918,2918,3,7842.379999999999,7
2919,2919,2919,4,14644.23,10
2920,2920,2920,4,16770.95,10
2921,2921,2921,2,7295.56,4
2922,2922,2922,3,10478.81,7
2923,2923,2923,1,5753.08,3
2924,2924,2924,1,8129.77,3
2925,2925,2925,2,9109.35,4
2926,2926,2926,1,4841.8,3
2927,2927,2927,1,5862.34,3
2928,2928,2928,1,2192.24,2
2929,2929,2929,2,16879.31,6
2930,2930,2930,3,9608.35,9
2931,2931,2931,5,16846.08,12
2932,2932,2932,3,8177.13,7
2933,2933,2933,3,11847.22,6
2934,2934,2934,5,22093.91,13
2935,2935,2935,3,11441.46,7
2936,2936,2936,2,7674.5599999999995,5
2937,2937,2937,2,7868.69,5
2938,2938,2938,5,25236.27,15
2939,2939,2939,1,1055.85,2
2940,2940,2940,3,14287.98,7
2941,2941,2941,3,11379.3,7
2942,2942,2942,4,12583.42,9
2943,2943,2943,3,8718.86,8
2944,2944,2944,3,13055.23,8
2945,2945,2945,3,15100.529999999999,7
2946,2946,2946,3,5769.75,6
2947,2947,2947,3,13631.66,8
2948,2948,2948,5,15987.92,12
2949,2949,2949,2,7018.43,5
2950,2950,2950,7,21838.559999999998,17
2951,2951,2951,3,12833.369999999999,8
2952,2952,2952,4,18860.9,11
2953,2953,2953,5,20580.65,13
2954,2954,2954,3,12470.79,7
2955,2955,2955,5,20095.769999999997,12
2956,2956,2956,1,7003.17,3
2957,2957,2957,1,2789.04,2
2958,2958,2958,2,13351.19,6
2959,2959,2959,7,23606.93,18
2960,2960,2960,4,15205.320000000002,9
2962,2962,2962,3,7701.04,8
2963,2963,2963,1,3068.89,3
2964,2964,2964,3,7523.84,6
2965,2965,2965,3,15512.72,9
2966,2966,2966,2,8160.2699999999995,4
2967,2967,2967,5,22203.229999999996,14
2968,2968,2968,2,6484.9400000000005,5
2969,2969,2969,2,3938.84,4
2970,2970,2970,6,24252.85,17
2971,2971,2971,3,12910.32,8
2972,2972,2972,4,11313.58,8
2973,2973,2973,3,13316.82,7
2974,2974,2974,5,17517.9,12
2975,2975,2975,6,20560.55,14
2976,2976,2976,4,14516.67,11
2977,2977,2977,4,10861.87,9
2978,2978,2978,3,10123.23,7
2979,2979,2979,6,23891.12,17
2980,2980,2980,5,18367.91,14
2981,2981,2981,6,19239.94,14
2982,2982,2982,3,9013.11,7
2983,2983,2983,2,14062.560000000001,6
2984,2984,2984,3,12106.25,7
2985,2985,2985,4,13268.619999999999,8
2986,2986,2986,3,10874.53,8
2987,2987,2987,1,2104.36,2
2988,2988,2988,2,10021.869999999999,5
2989,2989,2989,3,15420.329999999998,9
2990,2990,2990,5,23210.26,13
2991,2991,2991,2,10706.65,6
2992,2992,2992,2,10401.39,6
2993,2993,2993,4,13184.91,9
2994,2994,2994,4,17226.63,10
2995,2995,2995,3,9082.08,9
2998,2998,2998,4,28775.82,10
2999,2999,2999,1,2455.4,3
3000,3000,3000,3,10543.27,7
3001,3001,3001,2,8516.48,4
3002,3002,3002,3,11454.73,7
3003,3003,3003,8,21748.91,18
3006,3006,3006,2,6551.82,5
3007,3007,3007,3,13019.550000000001,8
3008,3008,3008,3,10000.300000000001,7
3009,3009,3009,4,17938.79,11
3010,3010,3010,2,6737.429999999999,5
3011,3011,3011,3,5476.049999999999,7
3012,3012,3012,3,5387.91,8
3013,3013,3013,3,10924.63,7
3014,3014,3014,2,5339.93,5
3015,3015,3015,3,19261.03,9
3016,3016,3016,2,11928.67,5
3017,3017,3017,3,16459.21,7
3019,3019,3019,3,14371.23,8
3020,3020,3020,4,19708.45,10
3021,3021,3021,6,13447.189999999999,13
3022,3022,3022,2,9040.01,5
3023,3023,3023,4,16805.86,11
3024,3024,3024,4,9000.69,10
3025,3025,3025,4,11107.59,10
3026,3026,3026,6,18746.989999999998,16
3027,3027,3027,3,12605.89,8
3028,3028,3028,4,7133.77,10
3029,3029,3029,3,8357.44,7
3030,3030,3030,2,6986.610000000001,6
3031,3031,3031,2,9979.29,5
3032,3032,3032,2,5681.38,5
3033,3033,3033,2,10797.8,6
3034,3034,3034,1,3355.1,2
3036,3036,3036,3,9113.289999999999,6
3037,3037,3037,4,12350.33,10
3038,3038,3038,1,2225.51,2
3039,3039,3039,2,8221.51,5
3040,3040,3040,2,12891.51,6
3041,3041,3041,2,1511.24,5
3042,3042,3042,5,24896.98,14
3043,3043,3043,1,3339.93,2
3044,3044,3044,3,9647.64,8
3045,3045,3045,4,12244.21,11
3046,3046,3046,3,12346.56,7
3047,3047,3047,4,13418.34,10
3048,3048,3048,2,9981.56,5
3049,3049,3049,3,9222.5,7
3050,3050,3050,6,17856.489999999998,14
3051,3051,3051,3,12553.26,8
3052,3052,3052,3,10914.3,7
3053,3053,3053,2,3008.66,4
3054,3054,3054,3,8953.63,7
3055,3055,3055,2,4855.99,5
3056,3056,3056,2,4670.75,5
3057,3057,3057,3,4042.5,6
3058,3058,3058,4,25231.53,11
3059,3059,3059,4,23904.66,10
3060,3060,3060,1,2053.35,2
3061,3061,3061,2,3625.91,4
3062,3062,3062,3,15164.25,9
3063,3063,3063,2,11788.56,5
3064,3064,3064,2,6017.38,5
3065,3065,3065,3,9802.17,7
3066,3066,3066,6,26132.94,14
3067,3067,3067,4,13877.869999999999,10
3068,3068,3068,2,9533.880000000001,5
3069,3069,3069,1,415.85,2
3070,3070,3070,5,21095.640000000003,13
3071,3071,3071,2,4721.03,6
3072,3072,3072,4,19417.62,11
3073,3073,3073,2,4665.47,5
3074,3074,3074,5,13521.59,13
3075,3075,3075,3,12640.86,9
3076,3076,3076,2,8678.02,5
3077,3077,3077,6,24557.989999999998,15
3078,3078,3078,1,2786.22,3
3079,3079,3079,4,13518.18,10
3080,3080,3080,4,18539.4,10
3081,3081,3081,3,17604.72,8
3082,3082,3082,2,4962.53,5
3083,3083,3083,4,13805.599999999999,11
3084,3084,3084,3,12414.58,8
3085,3085,3085,1,6270.98,2
3086,3086,3086,2,15246.72,6
3087,3087,3087,5,15582.220000000001,12
3088,3088,3088,5,29448.21,13
3089,3089,3089,1,2691.94,3
3090,3090,3090,2,9062.25,6
3091,3091,3091,1,4853.77,3
3092,3092,3092,5,17349.86,12
3093,3093,3093,4,16433.5,10
3094,3094,3094,5,23072.629999999997,14
3095,3095,3095,1,833.55,2
3097,3097,3097,3,8636.07,8
3098,3098,3098,3,13122.96,7
3099,3099,3099,2,9795.220000000001,5
3100,3100,3100,5,22624.6,12
3101,3101,3101,5,18724.67,14
3102,3102,3102,1,8728.75,3
3103,3103,3103,5,16904.66,12
3105,3105,3105,4,8601.04,8
3107,3107,3107,1,2528.44,3
3108,3108,3108,3,6505.709999999999,8
3109,3109,3109,3,10751.57,8
3110,3110,3110,3,14285.119999999999,9
3111,3111,3111,5,18987.96,12
3112,3112,3112,3,8917.98,6
3113,3113,3113,1,2313.77,3
3114,3114,3114,6,21806.57,15
3116,3116,3116,5,22013.66,13
3117,3117,3117,2,3637.73,5
3118,3118,3118,4,19742.550000000003,11
3119,3119,3119,2,4523.26,4
3120,3120,3120,2,4247.68,5
3121,3121,3121,1,2406.46,2
3122,3122,3122,4,18931.94,10
3123,3123,3123,2,6873.69,4
3124,3124,3124,4,24789.66,11
3125,3125,3125,2,5257.43,6
3126,3126,3126,7,23905.64,18
3127,3127,3127,2,7562.790000000001,5
3128,3128,3128,8,28119.13,20
3129,3129,3129,1,3707.13,3
3130,3130,3130,2,7489.4,5
3131,3131,3131,3,19984.440000000002,8
3132,3132,3132,3,12261.800000000001,7
3133,3133,3133,4,9112.17,9
3134,3134,3134,3,10356.07,8
3135,3135,3135,1,2684.18,2
3136,3136,3136,3,9394.25,9
3137,3137,3137,1,2547.52,2
3138,3138,3138,3,9669.32,7
3139,3139,3139,1,4571.86,2
3140,3140,3140,6,25975.369999999995,14
3141,3141,3141,5,17668.58,14
3142,3142,3142,2,9237.41,4
3143,3143,3143,1,1994.15,2
3145,3145,3145,4,22311.4,10
3146,3146,3146,3,9715.43,8
3147,3147,3147,4,12772.09,11
3148,3148,3148,2,4272.16,4
3149,3149,3149,4,15904.28,10
3150,3150,3150,3,12150.550000000001,7
3151,3151,3151,2,4407.3099999999995,5
3152,3152,3152,4,14042.699999999999,10
3153,3153,3153,2,13099.82,4
3154,3154,3154,4,16472.3,10
3155,3155,3155,3,15565.779999999999,8
3156,3156,3156,8,32008.48,19
3157,3157,3157,6,17329.18,17
3158,3158,3158,3,4946.23,6
3159,3159,3159,3,9399.02,9
3160,3160,3160,2,5700.18,4
3161,3161,3161,3,6922.57,7
3162,3162,3162,4,8719.529999999999,9
3163,3163,3163,5,29847.24,14
3164,3164,3164,1,5711.3,3
3165,3165,3165,5,19334.03,11
3166,3166,3166,1,4223.35,2
3167,3167,3167,3,7329.58,7
3168,3168,3168,3,15424.68,7
3169,3169,3169,2,9056.1,5
3170,3170,3170,1,3335.89,3
3171,3171,3171,2,10406.48,5
3172,3172,3172,5,16584.11,15
3173,3173,3173,2,8531.5,5
3174,3174,3174,6,30017.019999999997,15
3175,3175,3175,2,10724.67,5
3176,3176,3176,4,16262.32,10
3177,3177,3177,3,15993.259999999998,8
3178,3178,3178,6,19038.21,13
3179,3179,3179,4,19486.78,11
3180,3180,3180,2,2869.1600000000003,4
3181,3181,3181,3,8367.11,7
3182,3182,3182,1,103.1,2
3183,3183,3183,3,11393.740000000002,8
3184,3184,3184,3,9461.779999999999,7
3185,3185,3185,1,4865.94,3
3186,3186,3186,1,3046.33,3
3187,3187,3187,2,10955.849999999999,6
3188,3188,3188,6,21366.24,15
3189,3189,3189,3,9035.26,7
3190,3190,3190,3,4374.57,6
3191,3191,3191,2,6479.719999999999,4
3192,3192,3192,1,5240.47,2
3193,3193,3193,5,22514.35,14
3194,3194,3194,2,6643.98,4
3195,3195,3195,2,12600.64,5
3196,3196,3196,1,3880.43,2
3197,3197,3197,2,7853.18,5
3198,3198,3198,1,3958.99,3
3199,3199,3199,4,15756.43,11
3200,3200,3200,1,3961.77,2
3201,3201,3201,5,17110.47,13
3202,3202,3202,3,9947.0,7
3203,3203,3203,5,17945.79,14
3204,3204,3204,2,6781.5599999999995,5
3205,3205,3205,4,21256.1,10
3206,3206,3206,2,8300.49,5
3207,3207,3207,3,7935.42,8
3208,3208,3208,3,7843.32,7
3209,3209,3209,3,13454.49,6
3210,3210,3210,3,9078.779999999999,9
3211,3211,3211,3,14017.27,7
3212,3212,3212,2,7057.74,5
3213,3213,3213,2,11382.99,5
3214,3214,3214,7,19622.27,15
3215,3215,3215,4,12483.02,11
3216,3216,3216,4,13838.16,9
3217,3217,3217,2,4956.97,5
3218,3218,3218,3,13767.89,6
3220,3220,3220,6,27886.82,15
3221,3221,3221,2,7103.799999999999,4
3222,3222,3222,2,6446.64,5
3223,3223,3223,5,16459.86,15
3224,3224,3224,3,8852.2,7
3225,3225,3225,1,6334.39,2
3226,3226,3226,2,6887.209999999999,5
3227,3227,3227,2,6446.27,5
3228,3228,3228,3,11412.210000000001,6
3229,3229,3229,5,13417.010000000002,10
3230,3230,3230,3,11759.59,7
3231,3231,3231,3,12873.18,6
3232,3232,3232,3,7064.66,8
3233,3233,3233,7,28750.259999999995,18
3234,3234,3234,3,10313.76,9
3235,3235,3235,3,10209.32,7
3236,3236,3236,1,1063.03,2
3237,3237,3237,4,14441.61,10
3238,3238,3238,3,12052.119999999999,7
3239,3239,3239,4,20664.04,10
3240,3240,3240,3,9698.64,8
3241,3241,3241,3,9314.45,9
3242,3242,3242,3,11617.720000000001,7
3243,3243,3243,3,8075.58,7
3244,3244,3244,1,5738.78,3
3245,3245,3245,3,15639.76,9
3246,3246,3246,4,8036.5,10
3248,3248,3248,6,23254.04,15
3249,3249,3249,1,4173.54,3
3250,3250,3250,2,3469.04,5
3251,3251,3251,1,2352.1,2
3252,3252,3252,3,12984.96,9
3253,3253,3253,1,4644.15,3
3254,3254,3254,4,18495.83,12
3255,3255,3255,4,11259.55,9
3256,3256,3256,1,3792.04,3
3257,3257,3257,7,33780.130000000005,19
3258,3258,3258,1,6001.65,3
3259,3259,3259,1,985.28,3
3260,3260,3260,3,5423.09,6
3261,3261,3261,4,11281.24,10
3262,3262,3262,2,1530.44,4
3263,3263,3263,4,13696.66,11
3264,3264,3264,2,10053.05,6
3266,3266,3266,1,3021.45,2
3267,3267,3267,1,3635.74,2
3268,3268,3268,2,11371.43,5
3269,3269,3269,4,18429.420000000002,11
3270,3270,3270,3,7074.039999999999,6
3271,3271,3271,1,4219.4,2
3272,3272,3272,3,9618.86,9
3273,3273,3273,3,12732.18,7
3274,3274,3274,4,14018.710000000001,10
3275,3275,3275,6,15878.310000000001,16
3276,3276,3276,3,12493.119999999999,9
3277,3277,3277,5,18265.920000000002,13
3278,3278,3278,2,7501.6900000000005,6
3279,3279,3279,2,5300.76,4
3280,3280,3280,4,10344.1,9
3281,3281,3281,3,12828.349999999999,8
3282,3282,3282,1,10592.51,3
3283,3283,3283,3,9562.61,7
3284,3284,3284,3,13590.4,7
3285,3285,3285,5,17082.86,13
3286,3286,3286,4,16031.619999999999,11
3287,3287,3287,3,11930.74,8
3288,3288,3288,1,5090.72,2
3289,3289,3289,4,20719.52,10
3290,3290,3290,4,16567.26,10
3291,3291,3291,5,24628.100000000002,11
3292,3292,3292,5,19153.96,14
3293,3293,3293,2,8467.89,5
3294,3294,3294,6,17454.47,15
3295,3295,3295,1,4200.47,3
3296,3296,3296,4,11142.24,10
3297,3297,3297,6,20245.88,15
3298,3298,3298,2,3080.29,5
3299,3299,3299,2,11166.92,5
3300,3300,3300,3,10948.439999999999,8
3301,3301,3301,4,14320.64,10
3302,3302,3302,2,8160.3,5
3303,3303,3303,3,9837.22,7
3304,3304,3304,4,7117.04,8
3305,3305,3305,4,17918.34,12
3306,3306,3306,5,21510.460000000003,14
3307,3307,3307,3,10056.34,7
3308,3308,3308,4,14175.51,12
3309,3309,3309,6,18435.6,14
3310,3310,3310,2,3539.99,4
3311,3311,3311,3,7801.620000000001,8
3312,3312,3312,5,12256.8,12
3313,3313,3313,4,17371.76,10
3314,3314,3314,3,4620.46,6
3315,3315,3315,2,5631.63,5
3316,3316,3316,2,6452.799999999999,5
3317,3317,3317,4,14922.9,9
3318,3318,3318,4,9964.76,9
3320,3320,3320,2,5423.22,5
3322,3322,3322,5,18214.89,12
3323,3323,3323,3,12120.45,7
3324,3324,3324,4,19758.309999999998,11
3325,3325,3325,4,20996.12,10
3326,3326,3326,7,25609.26,18
3327,3327,3327,7,24452.0,18
3328,3328,3328,4,13223.42,9
3329,3329,3329,3,18565.45,9
3330,3330,3330,2,8026.58,5
3331,3331,3331,3,6911.22,7
3332,3332,3332,1,3971.76,2
3333,3333,3333,7,26080.41,18
3334,3334,3334,2,8108.51,4
3335,3335,3335,2,13854.150000000001,6
3336,3336,3336,3,8825.529999999999,6
3337,3337,3337,1,10719.97,3
3338,3338,3338,6,20879.15,16
3339,3339,3339,3,19309.1,8
3340,3340,3340,2,9374.259999999998,6
3341,3341,3341,2,5291.24,5
3342,3342,3342,6,22834.03,13
3343,3343,3343,1,690.78,2
3344,3344,3344,4,14611.830000000002,10
3345,3345,3345,6,25677.12,16
3347,3347,3347,4,10721.54,10
3348,3348,3348,2,6856.02,5
3349,3349,3349,4,12860.1,9
3350,3350,3350,4,18261.48,10
3351,3351,3351,5,15413.89,12
3352,3352,3352,4,16688.87,10
3353,3353,3353,3,3016.0800000000004,7
3354,3354,3354,2,10204.89,6
3355,3355,3355,7,33335.119999999995,18
3356,3356,3356,1,3122.52,2
3357,3357,3357,5,19566.54,13
3358,3358,3358,3,9078.23,8
3359,3359,3359,6,15472.11,14
3360,3360,3360,4,17650.940000000002,10
3361,3361,3361,2,5724.87,5
3362,3362,3362,2,8473.37,4
3363,3363,3363,4,15850.819999999998,11
3364,3364,3364,3,7265.17,7
3365,3365,3365,3,20805.489999999998,9
3366,3366,3366,1,2439.1,2
3367,3367,3367,4,16486.75,11
3368,3368,3368,2,6635.35,5
3369,3369,3369,4,12534.019999999999,9
3370,3370,3370,1,4621.84,2
3371,3371,3371,3,13544.97,7
3372,3372,3372,6,26719.769999999997,16
3373,3373,3373,1,3366.94,2
3374,3374,3374,4,17765.329999999998,9
3375,3375,3375,2,10947.97,5
3376,3376,3376,1,6349.76,3
3377,3377,3377,3,7831.18,7
3378,3378,3378,1,2674.05,3
3379,3379,3379,4,19673.3,10
3380,3380,3380,3,6451.51,7
3381,3381,3381,3,8771.16,8
3382,3382,3382,1,4888.35,3
3383,3383,3383,5,15435.77,13
3384,3384,3384,4,11846.06,9
3385,3385,3385,4,19369.3,11
3386,3386,3386,3,5921.65,6
3387,3387,3387,2,3533.5199999999995,4
3388,3388,3388,3,17037.02,9
3389,3389,3389,2,11884.19,5
3390,3390,3390,5,25842.640000000003,13
3391,3391,3391,4,18511.08,9
3392,3392,3392,5,16601.79,13
3393,3393,3393,4,11983.41,11
3394,3394,3394,4,14840.330000000002,11
3395,3395,3395,2,5699.6,5
3396,3396,3396,1,4687.01,2
3398,3398,3398,5,21767.22,14
3400,3400,3400,3,9582.779999999999,8
3401,3401,3401,2,8515.7,5
3402,3402,3402,2,8874.48,5
3403,3403,3403,5,18041.59,14
3404,3404,3404,4,17191.170000000002,10
3405,3405,3405,6,29270.219999999998,15
3406,3406,3406,2,7171.63,5
3408,3408,3408,2,11075.42,5
3409,3409,3409,3,5946.070000000001,6
3410,3410,3410,5,18519.93,13
3411,3411,3411,3,10398.94,8
3412,3412,3412,5,15384.95,12
3413,3413,3413,1,7708.5,3
3414,3414,3414,2,2592.03,4
3415,3415,3415,3,11637.609999999999,8
3416,3416,3416,4,17021.79,9
3417,3417,3417,2,7164.35,5
3418,3418,3418,1,694.04,2
3419,3419,3419,2,6074.05,4
3420,3420,3420,1,1410.72,2
3421,3421,3421,3,14628.720000000001,8
3422,3422,3422,4,18437.199999999997,11
3423,3423,3423,1,3864.03,3
3424,3424,3424,2,8030.83,6
3425,3425,3425,5,24273.839999999997,14
3426,3426,3426,4,11800.760000000002,8
3427,3427,3427,4,12324.84,10
3428,3428,3428,2,6145.66,4
3429,3429,3429,6,19396.390000000003,16
3430,3430,3430,1,4237.91,3
3431,3431,3431,2,6917.07,6
3432,3432,3432,1,1958.36,3
3433,3433,3433,3,8979.99,7
3434,3434,3434,6,20419.149999999998,15
3435,3435,3435,4,8142.59,8
3436,3436,3436,4,7057.550000000001,9
3437,3437,3437,4,20057.480000000003,10
3438,3438,3438,5,22306.53,12
3439,3439,3439,3,11079.529999999999,7
3440,3440,3440,4,12925.74,9
3441,3441,3441,3,6053.65,8
3442,3442,3442,1,1498.11,3
3443,3443,3443,4,13021.869999999999,8
3445,3445,3445,3,12575.150000000001,8
3446,3446,3446,2,9105.37,6
3447,3447,3447,2,7329.4400000000005,5
3448,3448,3448,3,12376.73,8
3449,3449,3449,3,7586.820000000001,8
3450,3450,3450,2,7433.4400000000005,5
3451,3451,3451,5,20574.28,13
3452,3452,3452,2,6447.129999999999,5
3453,3453,3453,3,15110.86,9
3454,3454,3454,4,21417.100000000002,11
3455,3455,3455,2,11651.86,5
3456,3456,3456,2,5441.5599999999995,6
3457,3457,3457,4,12796.260000000002,8
3458,3458,3458,4,18450.48,10
3459,3459,3459,5,22295.07,11
3460,3460,3460,4,16897.0,9
3461,3461,3461,3,9575.47,8
3462,3462,3462,4,19314.86,9
3463,3463,3463,8,25073.25,20
3464,3464,3464,1,6317.58,2
3465,3465,3465,4,8755.05,8
3466,3466,3466,5,21404.29,11
3467,3467,3467,1,3588.98,2
3468,3468,3468,6,17791.32,15
3469,3469,3469,3,10694.81,8
3470,3470,3470,3,12395.36,8
3471,3471,3471,5,21465.33,11
3472,3472,3472,2,7234.99,4
3473,3473,3473,4,16121.619999999999,10
3474,3474,3474,7,28307.729999999996,17
3475,3475,3475,3,15068.74,8
3476,3476,3476,4,17516.14,11
3477,3477,3477,2,8833.37,5
3478,3478,3478,3,6614.92,7
3479,3479,3479,5,15395.919999999998,12
3480,3480,3480,3,6442.82,7
3481,3481,3481,5,17509.85,11
3482,3482,3482,1,4715.3,3
3483,3483,3483,3,6276.53,7
3484,3484,3484,4,15623.32,9
3486,3486,3486,1,2839.54,2
3487,3487,3487,3,15557.9,8
3488,3488,3488,1,3199.47,3
3489,3489,3489,8,33520.600000000006,22
3490,3490,3490,2,5823.280000000001,4
3491,3491,3491,6,23138.11,16
3492,3492,3492,4,10569.23,9
3493,3493,3493,2,7408.08,5
3494,3494,3494,3,12115.05,7
3495,3495,3495,2,7527.98,5
3496,3496,3496,1,1410.93,3
3497,3497,3497,1,6320.66,3
3498,3498,3498,1,1988.73,2
3499,3499,3499,4,15666.64,10
3500,3500,3500,1,3363.56,3
3501,3501,3501,3,19153.2,7
3502,3502,3502,2,10779.48,6
3503,3503,3503,2,7358.84,6
3504,3504,3504,7,28156.200000000004,19
3505,3505,3505,1,4526.08,2
3506,3506,3506,1,2107.21,3
3507,3507,3507,1,2398.48,2
3508,3508,3508,4,14759.499999999998,9
3509,3509,3509,1,2914.15,2
3511,3511,3511,3,13826.01,8
3512,3512,3512,3,7826.2,8
3513,3513,3513,2,7305.62,6
3514,3514,3514,3,10192.0,7
3515,3515,3515,1,4952.2,3
3516,3516,3516,2,4029.66,4
3517,3517,3517,3,10059.76,8
3518,3518,3518,2,10342.88,6
3519,3519,3519,3,7357.829999999999,7
3520,3520,3520,3,10013.060000000001,8
3521,3521,3521,3,5959.07,7
3522,3522,3522,1,6925.02,2
3523,3523,3523,5,17108.79,13
3524,3524,3524,1,3860.51,3
3525,3525,3525,3,7911.19,7
3526,3526,3526,2,6922.59,5
3527,3527,3527,3,18304.61,9
3528,3528,3528,4,22787.62,12
3529,3529,3529,2,5236.360000000001,5
3530,3530,3530,3,12133.78,7
3531,3531,3531,2,3519.11,6
3532,3532,3532,2,4398.85,5
3533,3533,3533,3,9753.25,7
3534,3534,3534,2,3206.47,4
3535,3535,3535,5,16078.050000000001,13
3536,3536,3536,1,2530.96,2
3537,3537,3537,1,2613.82,2
3538,3538,3538,3,14217.35,9
3539,3539,3539,2,6851.799999999999,4
3540,3540,3540,3,7642.59,7
3541,3541,3541,4,19329.67,12
3542,3542,3542,3,16418.29,9
3543,3543,3543,4,25173.33,8
3544,3544,3544,2,11562.05,5
3545,3545,3545,2,3296.56,4
3546,3546,3546,2,14514.61,6
3547,3547,3547,4,14954.75,9
3548,3548,3548,6,18189.5,14
3549,3549,3549,3,12181.54,8
3550,3550,3550,3,8267.47,6
3551,3551,3551,3,9307.81,7
3552,3552,3552,2,12401.400000000001,6
3553,3553,3553,4,11013.380000000001,10
3554,3554,3554,1,6428.77,3
3555,3555,3555,4,11615.67,11
3557,3557,3557,6,21298.749999999996,15
3558,3558,3558,1,5876.1,3
3560,3560,3560,4,18931.0,12
3561,3561,3561,6,24222.83,15
3562,3562,3562,1,1090.51,3
3563,3563,3563,3,6113.96,6
3564,3564,3564,4,13798.52,10
3565,3565,3565,5,22933.690000000002,13
3567,3567,3567,6,31082.829999999998,15
3568,3568,3568,4,8991.31,9
3569,3569,3569,1,1782.78,2
3570,3570,3570,7,31121.27,16
3571,3571,3571,1,3640.3,2
3572,3572,3572,2,5726.139999999999,6
3573,3573,3573,3,16907.92,9
3574,3574,3574,4,15112.960000000001,10
3575,3575,3575,6,17162.23,14
3576,3576,3576,2,7881.04,4
3577,3577,3577,3,8357.83,8
3578,3578,3578,2,4320.66,6
3579,3579,3579,3,12908.859999999999,9
3580,3580,3580,1,5205.98,2
3581,3581,3581,1,3574.61,3
3582,3582,3582,2,9667.8,5
3583,3583,3583,3,7766.8,8
3584,3584,3584,5,17863.34,13
3585,3585,3585,2,7815.77,4
3586,3586,3586,3,12278.65,9
3587,3587,3587,4,14902.45,9
3588,3588,3588,3,6101.71,6
3589,3589,3589,6,29787.74,15
3590,3590,3590,4,11354.0,10
3591,3591,3591,4,16010.82,10
3592,3592,3592,2,5082.07,5
3593,3593,3593,3,9295.91,7
3594,3594,3594,2,8101.29,5
